timestamp,gvl,variable,value,source
2026-03-20 11:03:14.920,gvl_C,bReferenceSwitch_C_vertical,True,poll
2026-03-20 11:03:14.920,gvl_C,bReferenceSwitch_C_horizontal,False,poll
2026-03-20 11:03:14.920,gvl_C,bReferenceSwitch_C_rotate,False,poll
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_vertical1,False,poll
2026-03-20 11:03:14.932,gvl_C,bReferenceSwitch_C_vertical,True,event
2026-03-20 11:03:14.932,gvl_C,bReferenceSwitch_C_horizontal,False,event
2026-03-20 11:03:14.932,gvl_C,bReferenceSwitch_C_rotate,False,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_vertical1,False,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_vertical2,True,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_horizontal1,False,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_horizontal2,True,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_rotate1,True,event
2026-03-20 11:03:14.932,gvl_C,bEncoderImpulse_C_rotate2,False,event
2026-03-20 11:03:14.932,gvl_C,bMotor_C_upward,False,event
2026-03-20 11:03:14.932,gvl_C,bMotor_C_downward,False,event
2026-03-20 11:03:14.932,gvl_C,bMotor_C_backward,False,event
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_vertical2,True,poll
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_horizontal1,False,poll
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_horizontal2,True,poll
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_rotate1,True,poll
2026-03-20 11:03:14.920,gvl_C,bEncoderImpulse_C_rotate2,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_upward,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_downward,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_backward,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_forward,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_clockwise,False,poll
2026-03-20 11:03:14.920,gvl_C,bMotor_C_counterclockwise,False,poll
2026-03-20 11:03:14.920,gvl_C,bCompressor_C,False,poll
2026-03-20 11:03:14.920,gvl_C,bValve_C,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bReferenceSwitch_HBW_horizontal,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bLightBarrier_HBW_inside,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bLightBarrier_HBW_outside,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bReferenceSwitch_HBW_vertical,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bReferenceSwitch_HBW_Cantilever_front,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bReferenceSwitch_HBW_Cantilever_back,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bTrailSensor_HBW_bottom,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bTrailSensor_HBW_top,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bEncoderImpulse_HBW_horizontal1,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bEncoderImpulse_HBW_horizontal2,True,poll
2026-03-20 11:03:14.920,gvl_HBW,bEncoderImpulse_HBW_vertical1,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bEncoderImpulse_HBW_vertical2,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_ConveyorBelt_forward,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_ConveyorBelt_backward,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_StackerCrane_torack,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_StackerCrane_toconveyorbelt,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_StackerCrane_downward,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_StackerCrane_upward,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_Cantilever_forward,False,poll
2026-03-20 11:03:14.920,gvl_HBW,bMotor_HBW_Cantilever_backward,False,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_Turntable_attransferunit,False,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_Turntable_atconveyorbelt,False,poll
2026-03-20 11:03:14.920,gvl_MS,bLightBarrier_MS_conveyorbelt,False,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_Turntable_atsaw,False,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_TransferUnit_atturntable,True,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_OvenSlider_inside,False,poll
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_OvenSlider_outside,True,poll
2026-03-20 11:03:15.033,gvl_C,bMotor_C_forward,False,event
2026-03-20 11:03:15.033,gvl_C,bMotor_C_clockwise,False,event
2026-03-20 11:03:15.033,gvl_C,bMotor_C_counterclockwise,False,event
2026-03-20 11:03:15.033,gvl_C,bValve_C,False,event
2026-03-20 11:03:15.033,gvl_HBW,bReferenceSwitch_HBW_horizontal,True,event
2026-03-20 11:03:15.033,gvl_HBW,bLightBarrier_HBW_inside,True,event
2026-03-20 11:03:15.033,gvl_HBW,bLightBarrier_HBW_outside,True,event
2026-03-20 11:03:15.033,gvl_HBW,bReferenceSwitch_HBW_vertical,False,event
2026-03-20 11:03:15.033,gvl_HBW,bReferenceSwitch_HBW_Cantilever_front,False,event
2026-03-20 11:03:15.033,gvl_HBW,bReferenceSwitch_HBW_Cantilever_back,False,event
2026-03-20 11:03:15.033,gvl_HBW,bTrailSensor_HBW_bottom,True,event
2026-03-20 11:03:15.033,gvl_HBW,bTrailSensor_HBW_top,True,event
2026-03-20 11:03:15.033,gvl_HBW,bEncoderImpulse_HBW_horizontal1,False,event
2026-03-20 11:03:15.033,gvl_HBW,bEncoderImpulse_HBW_vertical1,False,event
2026-03-20 11:03:15.033,gvl_HBW,bEncoderImpulse_HBW_vertical2,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_ConveyorBelt_forward,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_ConveyorBelt_backward,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_StackerCrane_toconveyorbelt,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_StackerCrane_downward,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_StackerCrane_upward,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_Cantilever_forward,False,event
2026-03-20 11:03:15.033,gvl_HBW,bMotor_HBW_Cantilever_backward,False,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_Turntable_attransferunit,False,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_Turntable_atconveyorbelt,False,event
2026-03-20 11:03:15.033,gvl_MS,bLightBarrier_MS_conveyorbelt,False,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_Turntable_atsaw,False,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_TransferUnit_atturntable,True,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_OvenSlider_inside,False,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_OvenSlider_outside,True,event
2026-03-20 11:03:15.033,gvl_MS,bReferenceSwitch_MS_TransferUnit_atoven,False,event
2026-03-20 11:03:15.033,gvl_MS,bLightBarrier_MS_oven,False,event
2026-03-20 11:03:15.033,gvl_MS,bMotor_MS_Turntable_clockwise,False,event
2026-03-20 11:03:15.033,gvl_MS,bMotor_MS_Turntable_counterclockwise,False,event
2026-03-20 11:03:15.033,gvl_MS,bMotor_MS_ConveyorBelt_forward,False,event
2026-03-20 11:03:15.033,gvl_MS,bMotor_MS_TransferUnit_tooven,False,event
2026-03-20 11:03:15.033,gvl_MS,bMotor_MS_TransferUnit_toturntable,False,event
2026-03-20 11:03:15.033,gvl_MS,bCompressor_MS,False,event
2026-03-20 11:03:15.033,gvl_MS,bValve_MS_Vacuum,False,event
2026-03-20 11:03:15.033,gvl_MS,bValve_MS_TransferUnit,False,event
2026-03-20 11:03:15.033,gvl_MS,bValve_MS_Ejector,False,event
2026-03-20 11:03:15.033,gvl_PM,bLightBarrier_PM_entry,True,event
2026-03-20 11:03:15.033,gvl_PM,bLightBarrier_PM_tool,True,event
2026-03-20 11:03:15.033,gvl_PM,bReferenceSwitch_PM_top,False,event
2026-03-20 11:03:15.033,gvl_PM,bReferenceSwitch_PM_bottom,True,event
2026-03-20 11:03:15.033,gvl_PM,bMotor_PM_ConveyorBelt_forward,False,event
2026-03-20 11:03:15.034,gvl_PM,bMotor_PM_ConveyorBelt_backward,False,event
2026-03-20 11:03:15.034,gvl_PM,bMotor_PM_Tool_upward,False,event
2026-03-20 11:03:15.034,gvl_PM,bMotor_PM_Tool_downward,False,event
2026-03-20 11:03:15.034,gvl_SL,bLightBarrier_SL_aftercolor,True,event
2026-03-20 11:03:15.034,gvl_SL,iColorSensor_SL,0,event
2026-03-20 11:03:15.034,gvl_SL,bMotor_SL_ConveyorBelt,False,event
2026-03-20 11:03:15.034,gvl_SL,bCompressor_SL,False,event
2026-03-20 11:03:15.034,gvl_SL,bValve_SL_white,False,event
2026-03-20 11:03:15.034,gvl_SL,bValve_SL_red,False,event
2026-03-20 11:03:15.034,gvl_SL,bValve_SL_blue,False,event
2026-03-20 11:03:15.034,LocalVariables,iC_CoordH,35,event
2026-03-20 11:03:15.034,LocalVariables,iC_CoordV,0,event
2026-03-20 11:03:15.034,LocalVariables,iC_CoordR,35,event
2026-03-20 11:03:15.034,LocalVariables,eC_PickingStation,0,event
2026-03-20 11:03:15.034,LocalVariables,eC_PlacingStation,0,event
2026-03-20 11:03:15.034,LocalVariables,iC_Coord_Picking,"[[1340, 170, 150, 445], [380, 800, 367, 435], [800, 301, 580, 800]]",event
2026-03-20 11:03:15.034,LocalVariables,iC_Coord_Placing,"[[890, 870], [500, 1343], [180, 150]]",event
2026-03-20 11:03:14.920,gvl_MS,bReferenceSwitch_MS_TransferUnit_atoven,False,poll
2026-03-20 11:03:14.920,gvl_MS,bLightBarrier_MS_oven,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_Turntable_clockwise,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_Turntable_counterclockwise,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_ConveyorBelt_forward,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_Saw,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_OvenSlider_movein,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_OvenSlider_moveout,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_TransferUnit_tooven,False,poll
2026-03-20 11:03:14.920,gvl_MS,bMotor_MS_TransferUnit_toturntable,False,poll
2026-03-20 11:03:14.920,gvl_MS,bLamp_MS,False,poll
2026-03-20 11:03:14.920,gvl_MS,bCompressor_MS,False,poll
2026-03-20 11:03:14.920,gvl_MS,bValve_MS_Vacuum,False,poll
2026-03-20 11:03:14.920,gvl_MS,bValve_MS_TransferUnit,False,poll
2026-03-20 11:03:14.920,gvl_MS,bValve_MS_OvenDoor,False,poll
2026-03-20 11:03:14.920,gvl_MS,bValve_MS_Ejector,False,poll
2026-03-20 11:03:14.920,gvl_PM,bLightBarrier_PM_entry,True,poll
2026-03-20 11:03:14.920,gvl_PM,bLightBarrier_PM_tool,True,poll
2026-03-20 11:03:14.920,gvl_PM,bReferenceSwitch_PM_top,False,poll
